0	18818.0
1	17894.0
2	17070.0
3	16491.0
4	14888.0
5	14887.0
6	14556.0
7	13797.0
8	13094.0
9	12536.0
10	12513.0
11	12078.0
12	11882.0
13	11979.0
14	11667.0
15	11360.0
16	11214.0
17	11021.0
18	10293.0
19	10342.0
20	10223.0
21	9731.0
22	9683.0
23	9407.0
24	9407.0
25	8131.0
26	8893.0
27	8394.0
28	7957.0
29	7457.0
30	7033.0
31	6984.0
32	7016.0
33	6655.0
34	6459.0
35	6128.0
36	6076.0
37	6054.0
38	5804.0
39	5685.0
40	5482.0
41	5052.0
42	5052.0
43	4722.0
44	4626.0
45	4626.0
46	4631.0
47	4288.0
48	4311.0
49	4220.0
4220	147.571 seconds	38.88625592417061

0	18849.0
1	17693.0
2	16433.0
3	16467.0
4	15560.0
5	14703.0
6	14003.0
7	14003.0
8	13207.0
9	12956.0
10	12447.0
11	11941.0
12	11941.0
13	11284.0
14	11284.0
15	11344.0
16	11066.0
17	10388.0
18	9901.0
19	9852.0
20	9647.0
21	9373.0
22	9371.0
23	9330.0
24	8962.0
25	8280.0
26	8418.0
27	7964.0
28	7501.0
29	7212.0
30	7007.0
31	7013.0
32	6500.0
33	6266.0
34	5846.0
35	5788.0
36	5563.0
37	5457.0
38	5258.0
39	5243.0
40	5067.0
41	5014.0
42	4652.0
43	4341.0
44	4341.0
45	3863.0
46	3863.0
47	3863.0
48	3863.0
49	3863.0
3863	152.23 seconds	33.2384157390629

0	19099.0
1	17764.0
2	16733.0
3	15956.0
4	15425.0
5	15045.0
6	13436.0
7	13777.0
8	13134.0
9	13028.0
10	12879.0
11	12260.0
12	11993.0
13	11934.0
14	11525.0
15	11302.0
16	11262.0
17	10192.0
18	10192.0
19	10326.0
20	9722.0
21	9489.0
22	9526.0
23	8694.0
24	8671.0
25	7991.0
26	8229.0
27	7751.0
28	7406.0
29	7008.0
30	6927.0
31	6100.0
32	6100.0
33	5987.0
34	5754.0
35	5758.0
36	5529.0
37	5039.0
38	5073.0
39	5069.0
40	5069.0
41	4769.0
42	4752.0
43	4557.0
44	4096.0
45	4096.0
46	4096.0
47	4155.0
48	3876.0
49	3872.0
3872	192.453 seconds	33.393595041322314

0	18714.0
1	17980.0
2	16932.0
3	15893.0
4	15521.0
5	14673.0
6	14238.0
7	13370.0
8	13103.0
9	12757.0
10	12772.0
11	12163.0
12	12163.0
13	11980.0
14	11602.0
15	11352.0
16	11105.0
17	10532.0
18	10532.0
19	10324.0
20	10131.0
21	9468.0
22	8710.0
23	8583.0
24	8300.0
25	8298.0
26	8245.0
27	7816.0
28	7486.0
29	7253.0
30	6911.0
31	6911.0
32	6788.0
33	6495.0
34	6537.0
35	6300.0
36	6098.0
37	6098.0
38	5928.0
39	5551.0
40	5356.0
41	5582.0
42	5582.0
43	5136.0
44	4982.0
45	5025.0
46	4823.0
47	4823.0
48	4706.0
49	4750.0
4750	154.226 seconds	45.705263157894734

0	18560.0
1	16591.0
2	16533.0
3	16206.0
4	15491.0
5	14665.0
6	14135.0
7	13555.0
8	12589.0
9	12654.0
10	12403.0
11	12277.0
12	11473.0
13	11473.0
14	11354.0
15	10860.0
16	10401.0
17	10401.0
18	9476.0
19	9734.0
20	9328.0
21	8629.0
22	8281.0
23	8318.0
24	7840.0
25	7906.0
26	7586.0
27	7054.0
28	6921.0
29	6591.0
30	6381.0
31	6263.0
32	5833.0
33	5725.0
34	5654.0
35	5744.0
36	5687.0
37	5304.0
38	5064.0
39	5064.0
40	4972.0
41	4873.0
42	4497.0
43	4488.0
44	4520.0
45	4382.0
46	4223.0
47	4244.0
48	4255.0
49	4207.0
4207	149.352 seconds	38.69740908010459


--------------------------------------------------
AVERAGE: 4173
AVERAGE PERCENT: 37.98418778851103
AVERAGE RUNNINGTIME: 159.16640014648436
BEST: 3863

PERCENTAGE: 33.0
