11667	4.512 seconds	8.905459844004456

12530	3.034 seconds	15.17956903431764

13014	2.901 seconds	18.334101736591364

12702	3.005 seconds	16.328137301212408

12645	2.991 seconds	15.950968762356663

11487	2.944 seconds	7.4780186297553755

12104	2.966 seconds	12.19431592861864

12201	2.964 seconds	12.892385870010656

12030	3.003 seconds	11.654197838736492

11955	2.998 seconds	11.099958176495191

13026	2.994 seconds	18.40933517580224

12145	2.971 seconds	12.490736928777274

12113	2.951 seconds	12.259555849087757

12168	2.937 seconds	12.656147271531887

12787	3.05 seconds	16.884335653397983

11163	2.961 seconds	4.792618471736988

12157	2.94 seconds	12.577116064818622

11687	2.987 seconds	9.061350218191153

11742	3.004 seconds	9.487310509282915

11623	2.964 seconds	8.560612578508131

13717	2.986 seconds	22.519501348691403

12138	2.924 seconds	12.440270225737354

11912	2.915 seconds	10.779046339825387

12354	3.02 seconds	13.97118342237332

11872	2.943 seconds	10.47843665768194

11717	2.957 seconds	9.29418793206452

12763	2.908 seconds	16.72804199639583

11626	2.938 seconds	8.584207810080853

12490	3.039 seconds	14.907926341072859

12477	2.94 seconds	14.819267452111887


--------------------------------------------------
AVERAGE: 12191
AVERAGE PERCENT: 12.723943378975642
AVERAGE RUNNINGTIME: 3.0215666691462197
BEST: 11163

PERCENTAGE: 4.0
